dataset_role,event_id,bag,hypothesis,budget_k,production_first_invoked,oracle_v2_hard_feasible,oracle_v2_usable_feasible,failure_mechanism,lateral_factor_evaluations,pair_priority_evaluations,reconstruction_attempts,fully_reconstructed_candidate_count,constructed_unique_count,construction_guard_rejects,duplicate_constructed_paths,raw_harness_validator_executions,logical_exact_validator_calls,hard_valid_count,usable_valid_count,hard_recovered,usable_recovered,best_hard_side,best_hard_d_target,best_hard_d_mid,best_hard_entry_scale,best_hard_exit_scale,best_usable_path_digest,audit_harness_wall_runtime_s_shared_across_budgets
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,16,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,16,16,16,0,0,16,16,16,16,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.01763397300237557
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,24,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,24,24,22,0,2,24,22,22,22,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.01763397300237557
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,8,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,8,8,8,0,0,8,8,8,8,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.024582785001257434
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,12,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,12,12,12,0,0,12,12,12,12,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.024582785001257434
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,16,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,16,16,16,0,0,16,16,16,16,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.024582785001257434
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,24,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,24,24,22,0,2,24,22,22,22,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.024582785001257434
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,8,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,8,8,8,0,0,8,8,8,8,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.05741976299759699
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,12,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,12,12,11,0,1,12,11,11,11,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.05741976299759699
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,16,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,16,16,15,0,1,16,15,15,15,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.05741976299759699
PILOT_SEEN_DEVELOPMENT_DATA,V2E02,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,24,True,True,True,NOT_IN_REMAINING_MISS_TABLE,1227,3678,24,24,20,0,4,24,20,18,18,True,True,LEFT,0.14999999999999999,0.10999999999999999,1.310934367577036,6.6307072494084043,2795736f29e94f82,0.05741976299759699
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,8,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,8,8,8,0,0,8,8,3,3,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.015124122000997886
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,12,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,12,12,12,0,0,12,12,3,3,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.015124122000997886
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,16,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,16,16,16,0,0,16,16,4,4,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.015124122000997886
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,24,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,24,24,24,0,0,24,24,6,6,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.015124122000997886
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,8,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,8,8,8,0,0,8,8,3,3,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.021046097004727926
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,12,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,12,12,12,0,0,12,12,4,4,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.021046097004727926
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,16,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,16,16,16,0,0,16,16,4,4,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.021046097004727926
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,24,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,24,24,24,0,0,24,24,6,6,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.021046097004727926
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,8,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,8,8,8,0,0,8,8,3,3,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.03658668200660031
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,12,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,12,12,10,0,2,12,10,3,3,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.03658668200660031
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,16,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,16,16,14,0,2,16,14,3,3,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.03658668200660031
PILOT_SEEN_DEVELOPMENT_DATA,V2E03,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,24,True,True,True,NOT_IN_REMAINING_MISS_TABLE,779,6223,24,24,18,0,6,24,18,5,5,True,True,LEFT,0.19533451447343131,0.1853345144734313,1.310934367577036,6.6207278693945026,0e80da04fd67df6e,0.03658668200660031
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.01240335399779724
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.01240335399779724
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.01240335399779724
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R1_FEASIBILITY_LEXICOGRAPHIC,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.01240335399779724
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.01388629199936986
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.01388629199936986
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.01388629199936986
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R2_BALANCED_PHYSICS_SCORE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.01388629199936986
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.042112709998036735
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,12,12,10,0,2,12,10,0,0,False,False,,,,,,,0.042112709998036735
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,16,16,14,0,2,16,14,0,0,False,False,,,,,,,0.042112709998036735
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,rosbag2_2026_08_25-09_59_22,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1686,8424,24,24,18,0,6,24,18,0,0,False,False,,,,,,,0.042112709998036735
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.006490157997177448
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.006490157997177448
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.006490157997177448
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.006490157997177448
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.005964796997432131
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.005964796997432131
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.005964796997432131
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.005964796997432131
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.016933650003920775
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,12,12,11,0,1,12,11,0,0,False,False,,,,,,,0.016933650003920775
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,16,16,15,0,1,16,15,0,0,False,False,,,,,,,0.016933650003920775
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1400,2798,24,24,21,0,3,24,21,0,0,False,False,,,,,,,0.016933650003920775
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.01623674700385891
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.01623674700385891
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.01623674700385891
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.01623674700385891
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.023959236998052802
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.023959236998052802
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.023959236998052802
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.023959236998052802
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.05152134299714817
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.05152134299714817
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.05152134299714817
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,rosbag2_2026_08_24-19_00_30,R3_LEXICOGRAPHIC_COVERAGE_RESERVE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,2995,35918,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.05152134299714817
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.009498804000031669
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.009498804000031669
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.009498804000031669
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R1_FEASIBILITY_LEXICOGRAPHIC,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.009498804000031669
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,8,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,8,8,8,0,0,8,8,0,0,False,False,,,,,,,0.010451965004904196
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,12,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,12,12,12,0,0,12,12,0,0,False,False,,,,,,,0.010451965004904196
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,16,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,16,16,16,0,0,16,16,0,0,False,False,,,,,,,0.010451965004904196
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,rosbag2_2026_08_24-19_00_30,R2_BALANCED_PHYSICS_SCORE,24,True,False,False,NOT_IN_REMAINING_MISS_TABLE,1227,2452,24,24,24,0,0,24,24,0,0,False,False,,,,,,,0.010451965004904196
