schema_version,path,name,storage_format,duration_s,size_bytes,message_count,topic_count,start_ns,end_ns,topics_json,files_json,metadata_sha256,structural_sha256,content_sha256,name_duplicate_pattern,inventory_path_match
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_20-20_49_09,rosbag2_2026_07_20-20_49_09,sqlite3,39.191484646,12378112,12478,28,1784548149864102279,1784548189055586925,"[{""name"":""/ackermann_cmd"",""type"":""ackermann_msgs/msg/AckermannDriveStamped"",""message_count"":630},{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/commands/motor/brake"",""type"":""std_msgs/msg/Float64"",""message_count"":145},{""name"":""/commands/motor/speed"",""type"":""std_msgs/msg/Float64"",""message_count"":630},{""name"":""/commands/servo/position"",""type"":""std_msgs/msg/Float64"",""message_count"":630},{""name"":""/diagnostics"",""type"":""diagnostic_msgs/msg/DiagnosticArray"",""message_count"":150},{""name"":""/drive_mode"",""type"":""std_msgs/msg/String"",""message_count"":763},{""name"":""/estop_lock"",""type"":""std_msgs/msg/Bool"",""message_count"":763},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/joy"",""type"":""sensor_msgs/msg/Joy"",""message_count"":1412},{""name"":""/laser_status"",""type"":""urg_node_msgs/msg/Status"",""message_count"":0},{""name"":""/map"",""type"":""nav_msgs/msg/OccupancyGrid"",""message_count"":8},{""name"":""/map_metadata"",""type"":""nav_msgs/msg/MapMetaData"",""message_count"":9},{""name"":""/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":1751},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/pose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":37},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":85},{""name"":""/scan"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":1143},{""name"":""/sensors/imu/raw"",""type"":""sensor_msgs/msg/Imu"",""message_count"":1941},{""name"":""/sensors/servo_position_command"",""type"":""std_msgs/msg/Float64"",""message_count"":630},{""name"":""/slam_toolbox/graph_visualization"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":7},{""name"":""/slam_toolbox/scan_visualization"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":0},{""name"":""/slam_toolbox/update"",""type"":""visualization_msgs/msg/InteractiveMarkerUpdate"",""message_count"":0},{""name"":""/teleop"",""type"":""ackermann_msgs/msg/AckermannDriveStamped"",""message_count"":618},{""name"":""/tf"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":1125},{""name"":""/tf_static"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":1}]","[{""path"":""rosbag2_2026_07_20-20_49_09_0.db3"",""exists"":true,""size_bytes"":12378112}]",2e517aa81be9f70b2810927c8a9f381ddf62e6fdd96a208dcc50eaef46a5bc5e,c1e2429f49741b10822f44beff74c7606a8c87242a382d5ea7753d767d153ca5,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_20-20_50_39,rosbag2_2026_07_20-20_50_39,sqlite3,52.480608246,22814720,24316,30,1784548239134955323,1784548291615563569,"[{""name"":""/ackermann_cmd"",""type"":""ackermann_msgs/msg/AckermannDriveStamped"",""message_count"":875},{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/commands/motor/brake"",""type"":""std_msgs/msg/Float64"",""message_count"":140},{""name"":""/commands/motor/speed"",""type"":""std_msgs/msg/Float64"",""message_count"":875},{""name"":""/commands/servo/position"",""type"":""std_msgs/msg/Float64"",""message_count"":875},{""name"":""/diagnostics"",""type"":""diagnostic_msgs/msg/DiagnosticArray"",""message_count"":205},{""name"":""/drive_mode"",""type"":""std_msgs/msg/String"",""message_count"":1015},{""name"":""/estop_lock"",""type"":""std_msgs/msg/Bool"",""message_count"":1015},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/joy"",""type"":""sensor_msgs/msg/Joy"",""message_count"":1813},{""name"":""/laser_status"",""type"":""urg_node_msgs/msg/Status"",""message_count"":0},{""name"":""/map"",""type"":""nav_msgs/msg/OccupancyGrid"",""message_count"":11},{""name"":""/map_metadata"",""type"":""nav_msgs/msg/MapMetaData"",""message_count"":11},{""name"":""/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":2421},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/pose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":64},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":46},{""name"":""/scan"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":1912},{""name"":""/sensors/core"",""type"":""vesc_msgs/msg/VescStateStamped"",""message_count"":2542},{""name"":""/sensors/imu"",""type"":""vesc_msgs/msg/VescImuStamped"",""message_count"":2544},{""name"":""/sensors/imu/raw"",""type"":""sensor_msgs/msg/Imu"",""message_count"":2544},{""name"":""/sensors/servo_position_command"",""type"":""std_msgs/msg/Float64"",""message_count"":875},{""name"":""/slam_toolbox/graph_visualization"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":10},{""name"":""/slam_toolbox/scan_visualization"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":0},{""name"":""/slam_toolbox/update"",""type"":""visualization_msgs/msg/InteractiveMarkerUpdate"",""message_count"":0},{""name"":""/teleop"",""type"":""ackermann_msgs/msg/AckermannDriveStamped"",""message_count"":875},{""name"":""/tf"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":3647},{""name"":""/tf_static"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":1}]","[{""path"":""rosbag2_2026_07_20-20_50_39_0.db3"",""exists"":true,""size_bytes"":22814720}]",8687e2747bb4186b166def858530f4b9bce5bf0d9b9c83c5959153bf08208ea3,341bee83a3d3534413bb7f5dd22ba5b674b347f2538847c3a4abc5f0d7de1764,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_23-22_31_21,rosbag2_2026_07_23-22_31_21,sqlite3,26.458727400,5619712,6343,7,1784813481772883310,1784813508231610710,"[{""name"":""/commands/motor/brake"",""type"":""std_msgs/msg/Float64"",""message_count"":0},{""name"":""/estop_lock"",""type"":""std_msgs/msg/Bool"",""message_count"":398},{""name"":""/joy"",""type"":""sensor_msgs/msg/Joy"",""message_count"":294},{""name"":""/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":1130},{""name"":""/scan"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":825},{""name"":""/sensors/imu/raw"",""type"":""sensor_msgs/msg/Imu"",""message_count"":1038},{""name"":""/tf"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":2658}]","[{""path"":""rosbag2_2026_07_23-22_31_21_0.db3"",""exists"":true,""size_bytes"":5619712}]",257fb0f7b1794d9f687dab2a6fc4a63b4d1b78a66849d38303298e1835a88939,7cd55681bb8c8e7156f95e2c6390092138742d04a19f1aea4f0491065879b8ea,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_23-22_41_11,rosbag2_2026_07_23-22_41_11,sqlite3,137.883482999,28680192,29384,7,1784814071855952869,1784814209739435868,"[{""name"":""/commands/motor/brake"",""type"":""std_msgs/msg/Float64"",""message_count"":1024},{""name"":""/estop_lock"",""type"":""std_msgs/msg/Bool"",""message_count"":2176},{""name"":""/joy"",""type"":""sensor_msgs/msg/Joy"",""message_count"":2229},{""name"":""/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":5119},{""name"":""/scan"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":4410},{""name"":""/sensors/imu/raw"",""type"":""sensor_msgs/msg/Imu"",""message_count"":5522},{""name"":""/tf"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":8904}]","[{""path"":""rosbag2_2026_07_23-22_41_11_0.db3"",""exists"":true,""size_bytes"":28680192}]",8f8071dab1ee1c757763eabfed1499210041217cd72f1b5d67772baed7773368,5264c06277ddc6ecf44ea787b75bafcf1291296140437f580d566d8612a36818,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_23-22_43_33,rosbag2_2026_07_23-22_43_33,,0.000000000,0,0,0,0,0,[],[],e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7f987053a6069ddc595840d001ec0e1d04d722d26abd50c9d348ceb46ec1b54d,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_25-22_08_36,rosbag2_2026_07_25-22_08_36,sqlite3,0.651538326,172032,143,9,1784984916868728246,1784984917520266572,"[{""name"":""/commands/motor/brake"",""type"":""std_msgs/msg/Float64"",""message_count"":0},{""name"":""/drive_autonomous"",""type"":""ackermann_msgs/msg/AckermannDriveStamped"",""message_count"":5},{""name"":""/estop_lock"",""type"":""std_msgs/msg/Bool"",""message_count"":2},{""name"":""/joy"",""type"":""sensor_msgs/msg/Joy"",""message_count"":10},{""name"":""/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":11},{""name"":""/pf/pose/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":21},{""name"":""/scan"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":23},{""name"":""/sensors/imu/raw"",""type"":""sensor_msgs/msg/Imu"",""message_count"":18},{""name"":""/tf"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":53}]","[{""path"":""rosbag2_2026_07_25-22_08_36_0.db3"",""exists"":true,""size_bytes"":172032}]",71a6b232c5e35b898b2428c4bf19afee44dac14351b87dff687351a292609569,0ae71268d27173379015a37713c66e7bf4532a51f0c64f9b24b6478ee385d809,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_25-22_08_50,rosbag2_2026_07_25-22_08_50,sqlite3,12.092003699,3334144,4262,9,1784984930707812208,1784984942799815907,"[{""name"":""/commands/motor/brake"",""type"":""std_msgs/msg/Float64"",""message_count"":35},{""name"":""/drive_autonomous"",""type"":""ackermann_msgs/msg/AckermannDriveStamped"",""message_count"":606},{""name"":""/estop_lock"",""type"":""std_msgs/msg/Bool"",""message_count"":227},{""name"":""/joy"",""type"":""sensor_msgs/msg/Joy"",""message_count"":172},{""name"":""/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":566},{""name"":""/pf/pose/odom"",""type"":""nav_msgs/msg/Odometry"",""message_count"":363},{""name"":""/scan"",""type"":""sensor_msgs/msg/LaserScan"",""message_count"":444},{""name"":""/sensors/imu/raw"",""type"":""sensor_msgs/msg/Imu"",""message_count"":565},{""name"":""/tf"",""type"":""tf2_msgs/msg/TFMessage"",""message_count"":1284}]","[{""path"":""rosbag2_2026_07_25-22_08_50_0.db3"",""exists"":true,""size_bytes"":3334144}]",04088a348ce783a4c3208fc762d26a82abf42e87015f7ccba448cad1e263a30e,531b66f03bf50c0efc93cce55e82440f7eb917ed971e80b287b53ec1d96aa8ed,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_07_30-00_34_21,rosbag2_2026_07_30-00_34_21,mcap,2.771230684,14879,10,3,1785339261537941268,1785339264309171952,"[{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":10}]","[{""path"":""rosbag2_2026_07_30-00_34_21_0.mcap"",""exists"":true,""size_bytes"":14879}]",4b652fc90f53bb2ff9e1c6785ea1025c8fedc70e9458b2cb79c4723e56cf6f89,4eb60a7130da25c60b8832028981eebd443781994f0bb2a21313fedee2b81a68,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_36_18,rosbag2_2026_08_03-14_36_18,mcap,150.193969862,10871,10,2,1785735378786426392,1785735528980396254,"[{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":10}]","[{""path"":""rosbag2_2026_08_03-14_36_18_0.mcap"",""exists"":true,""size_bytes"":10871}]",18b2d824db539b1bd6d6d78ad99279e03990306d4defa626deb1acb709d42028,01426f46387df322ce10ee29d2423b2ad6e892962a7701ac876050597e13c9e8,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_41_09,rosbag2_2026_08_03-14_41_09,mcap,0.000887786,10498,8,2,1785735669588004335,1785735669588892121,"[{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":8}]","[{""path"":""rosbag2_2026_08_03-14_41_09_0.mcap"",""exists"":true,""size_bytes"":10498}]",34c5afeaa240c24e465ea8d64e33fa058c88620dd3f6cd9cad6106aee3240dd8,de00305610755e40afaf62796a522152ad38af1536a9accfa6ff4f6e877ab7fc,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_43_48,rosbag2_2026_08_03-14_43_48,mcap,0.001339950,10500,8,2,1785735828090638658,1785735828091978608,"[{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":8}]","[{""path"":""rosbag2_2026_08_03-14_43_48_0.mcap"",""exists"":true,""size_bytes"":10500}]",a26aee8e0f1ef4612b88fd1b9769f8f20a0676dd80c30a3e04fd5fefc751fb3a,0613cce3d6a0ec7a0b7d35c88eedaecc352459860a73b543668fa8793b5600c0,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_49_00,rosbag2_2026_08_03-14_49_00,mcap,50.877696701,10699,9,2,1785736140839275700,1785736191716972401,"[{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":9}]","[{""path"":""rosbag2_2026_08_03-14_49_00_0.mcap"",""exists"":true,""size_bytes"":10699}]",712fcf3069e6201d227a3474aa0b95cd279040235cbfd1b166057dea64857cd3,d9728c830e8f8939b8ae3891ac2733a551f209a0464d7cb75c46b1e756409df6,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_29_34,rosbag2_2026_08_05-17_29_34,mcap,10.357442917,2432586,2899,9,1785918574935063625,1785918585292506542,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":944},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":938},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":946},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":71}]","[{""path"":""rosbag2_2026_08_05-17_29_34_0.mcap"",""exists"":true,""size_bytes"":2432586}]",15512841d8d0f5ac0cf6392cd2eecaf5f958b6af60be14b97bda0b4c3309d649,c7cfa12adb1651c5a4bcc8ee82229626fb85dd98e816e3d7a26515b120a40b43,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_32_23,rosbag2_2026_08_05-17_32_23,mcap,93.376018340,27525546,33098,9,1785918743667203611,1785918837043221951,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":10925},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":10874},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":10978},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":321}]","[{""path"":""rosbag2_2026_08_05-17_32_23_0.mcap"",""exists"":true,""size_bytes"":27525546}]",dbb08d97ae68318789b08202af8668eaf93470d99094eaeb3eb009f1fef64d86,9fe8d8deaab9e60f784d1846ea7688c99be7900cba37d03915655e1f205ed584,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_34_00,rosbag2_2026_08_05-17_34_00,mcap,185.847878122,54213636,65228,9,1785918840558330308,1785919026406208430,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":21551},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":21429},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":21655},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":593}]","[{""path"":""rosbag2_2026_08_05-17_34_00_0.mcap"",""exists"":true,""size_bytes"":54213636}]",846180272eea00507be7f9e2a2caeaa46b33e57787351040eff1ffc8d92c5bad,3cff762b0eaee03fd2ee9187d726d82727be681c85d3653810c59fbae8367c98,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_41_06,rosbag2_2026_08_05-17_41_06,mcap,54.925359686,16158622,19423,9,1785919266993575964,1785919321918935650,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":6406},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":6369},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":6440},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":208}]","[{""path"":""rosbag2_2026_08_05-17_41_06_0.mcap"",""exists"":true,""size_bytes"":16158622}]",92129f78880b2744ba92b2f40d86af43d3917d9d6368f1abe35257b931ee0c52,e56dcf31fff23e66aec6cf85aec42c2e31319fa09468d80a01157d590e8d5e60,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_42_50,rosbag2_2026_08_05-17_42_50,mcap,62.785948209,18379758,22091,9,1785919370193520922,1785919432979469131,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":7293},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":7253},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":7317},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":228}]","[{""path"":""rosbag2_2026_08_05-17_42_50_0.mcap"",""exists"":true,""size_bytes"":18379758}]",407ace090a51e3b95b80c2ee3e21295d6dbca64ba7a1642f9ff1a7ccdca040a4,1143c0e0f44fc92ef90c77920e2ac0c6502130a7280b41e6a4ba1ef4084dd86c,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_44_34,rosbag2_2026_08_05-17_44_34,mcap,38.015428838,10731433,12890,9,1785919474595752225,1785919512611181063,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":4247},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":4224},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":4263},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":156}]","[{""path"":""rosbag2_2026_08_05-17_44_34_0.mcap"",""exists"":true,""size_bytes"":10731433}]",9373cc7a263be06d26a004576478a722f27111021608834ea874c699477b53a0,d49821be50e7113c4c41d849ce5bf470ab8d6328c948c8d55767959020185769,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_47_21,rosbag2_2026_08_05-17_47_21,mcap,53.590894365,15796237,18980,9,1785919641757279058,1785919695348173423,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":6264},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":6230},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":6285},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":201}]","[{""path"":""rosbag2_2026_08_05-17_47_21_0.mcap"",""exists"":true,""size_bytes"":15796237}]",6e1e8d858bc66f3be093e887d7c6a4a9580a159ea1cfe67c82e35bd524d4a209,344b5fda56fc6011fa2fe6987190d907a0f63b08b813492ef509e1e44498f9ff,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_48_17,rosbag2_2026_08_05-17_48_17,mcap,46.718410362,13645438,16386,9,1785919697543387119,1785919744261797481,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":5405},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":5382},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":5418},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":181}]","[{""path"":""rosbag2_2026_08_05-17_48_17_0.mcap"",""exists"":true,""size_bytes"":13645438}]",f8a34152c1a34f27ac6d6cd292c2e184adcfc3c5fd52ac7353c3bacd97aa9ed3,4357651c07a625a2de6095f75036096a5718429c995f2af5b7ada7bd64ab4240,,False,True
rosbag_research_inventory/1,/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_52_29,rosbag2_2026_08_05-17_52_29,mcap,7.629204309,2117825,2520,9,1785919949752574704,1785919957381779013,"[{""name"":""/clicked_point"",""type"":""geometry_msgs/msg/PointStamped"",""message_count"":0},{""name"":""/events/write_split"",""type"":""rosbag2_interfaces/msg/WriteSplitEvent"",""message_count"":0},{""name"":""/goal_pose"",""type"":""geometry_msgs/msg/PoseStamped"",""message_count"":0},{""name"":""/initialpose"",""type"":""geometry_msgs/msg/PoseWithCovarianceStamped"",""message_count"":0},{""name"":""/local_path"",""type"":""nav_msgs/msg/Path"",""message_count"":819},{""name"":""/local_planning/markers"",""type"":""visualization_msgs/msg/MarkerArray"",""message_count"":816},{""name"":""/local_planning/path"",""type"":""nav_msgs/msg/Path"",""message_count"":819},{""name"":""/parameter_events"",""type"":""rcl_interfaces/msg/ParameterEvent"",""message_count"":0},{""name"":""/rosout"",""type"":""rcl_interfaces/msg/Log"",""message_count"":66}]","[{""path"":""rosbag2_2026_08_05-17_52_29_0.mcap"",""exists"":true,""size_bytes"":2117825}]",2ac3eae611a7a04fa4b5ea565f5584b875323a8f6ef9f7b968eb626a349e1031,188eec8b2ede13fdb9ea88b4cd84e4b780ac6c3fb0aee4a20a8a0055cfaa757a,,False,True
